heart_rate,light,stress_score,stress_category
77,2345,31.4,Normal
66,3138,23.0,Relaxed
95,1641,48.2,Mild Stress
77,2463,30.0,Normal
77,2826,28.2,Normal
95,1765,53.5,Mild Stress
128,621,71.4,High Stress
86,2248,43.7,Mild Stress
90,1830,37.8,Mild Stress
67,1954,27.0,Normal
104,1190,67.2,Moderate Stress
108,1157,57.5,Moderate Stress
145,616,93.3,High Stress
132,0,86.8,High Stress
60,3130,17.4,Relaxed
112,1180,62.4,Moderate Stress
78,2980,23.9,Normal
97,1907,56.1,Mild Stress
91,1620,51.3,Mild Stress
132,0,82.8,High Stress
117,804,63.5,Moderate Stress
89,2654,32.5,Normal
79,2903,29.9,Normal
130,647,84.0,High Stress
80,2185,32.0,Normal
74,2633,28.8,Normal
85,1340,44.4,Mild Stress
85,2574,38.9,Normal
89,1412,51.1,Mild Stress
56,3174,13.1,Relaxed
130,916,72.4,High Stress
140,961,86.7,High Stress
88,1755,40.7,Mild Stress
112,951,66.0,Moderate Stress
78,2687,31.5,Normal
134,707,78.5,High Stress
136,310,86.3,High Stress
77,2995,28.6,Normal
78,2361,35.9,Normal
61,3045,12.3,Relaxed
126,476,79.9,High Stress
95,2242,45.7,Mild Stress
111,1159,58.8,Moderate Stress
118,1568,65.5,Moderate Stress
128,452,70.7,High Stress
90,2395,45.9,Mild Stress
67,3480,14.0,Relaxed
93,1706,44.4,Mild Stress
80,2700,24.7,Normal
102,1554,47.6,Mild Stress
63,3477,11.8,Relaxed
114,1268,66.6,Moderate Stress
69,2976,17.9,Relaxed
112,1084,66.3,Moderate Stress
97,1443,50.6,Mild Stress
105,786,60.6,Moderate Stress
90,1978,42.5,Mild Stress
60,3403,13.6,Relaxed
62,3029,12.5,Relaxed
148,662,90.9,High Stress
69,3331,16.4,Relaxed
72,2669,19.8,Normal
89,1912,44.5,Mild Stress
111,1267,61.4,Moderate Stress
113,1439,64.6,Moderate Stress
94,2103,48.0,Mild Stress
50,3117,12.4,Relaxed
136,497,86.0,High Stress
134,581,84.9,High Stress
66,3281,14.5,Relaxed
72,2941,16.5,Normal
109,1147,58.6,Moderate Stress
81,2456,24.6,Normal
64,3505,15.4,Relaxed
84,1692,42.6,Mild Stress
65,2514,24.3,Relaxed
83,2114,42.8,Normal
115,1339,61.1,Moderate Stress
146,790,80.9,High Stress
89,2341,36.7,Mild Stress
71,2881,21.7,Normal
67,2773,19.0,Relaxed
96,1497,45.8,Moderate Stress
90,1613,43.9,Mild Stress
85,2282,35.9,Mild Stress
65,3011,17.1,Relaxed
77,2731,29.7,Normal
60,3160,8.9,Relaxed
84,2761,30.6,Normal
78,2418,34.1,Normal
71,2795,22.8,Normal
76,2192,26.5,Normal
78,2782,30.3,Normal
112,799,72.7,Moderate Stress
127,422,81.3,High Stress
122,813,75.5,Moderate Stress
80,2547,32.3,Normal
62,3794,11.5,Relaxed
65,3008,15.7,Relaxed
79,2278,28.2,Normal
91,1690,46.0,Mild Stress
80,2779,29.2,Normal
78,2385,28.7,Normal
57,3251,17.1,Relaxed
130,975,71.9,High Stress
60,3295,10.6,Relaxed
95,1354,48.0,Mild Stress
90,1663,48.3,Mild Stress
59,3431,13.7,Relaxed
95,2294,37.7,Mild Stress
65,3308,15.6,Relaxed
116,967,70.0,Moderate Stress
114,1975,59.4,Moderate Stress
111,1296,64.8,Moderate Stress
111,868,63.4,Moderate Stress
78,2321,28.0,Normal
119,1313,63.5,Moderate Stress
60,2897,16.8,Relaxed
87,1843,41.6,Mild Stress
104,984,58.5,Moderate Stress
58,2927,20.4,Relaxed
63,3509,13.0,Relaxed
138,926,71.5,High Stress
116,756,74.8,High Stress
93,2049,39.5,Mild Stress
72,2335,33.6,Normal
128,1041,75.5,High Stress
131,635,79.0,High Stress
79,2895,31.8,Normal
65,2864,23.3,Relaxed
88,2007,42.2,Mild Stress
78,2886,33.1,Normal
55,2962,13.2,Relaxed
53,3471,13.1,Relaxed
102,1786,54.6,Mild Stress
66,3447,16.9,Relaxed
80,3152,28.7,Normal
132,467,77.9,High Stress
73,2819,28.2,Relaxed
91,1437,50.4,Mild Stress
81,2643,26.8,Normal
84,1656,47.0,Mild Stress
86,3186,32.6,Normal
95,2074,41.6,Mild Stress
93,1941,49.2,Mild Stress
116,860,67.0,Moderate Stress
151,316,88.1,High Stress
88,1494,41.1,Mild Stress
76,1837,38.7,Normal
64,3610,15.4,Relaxed
72,2946,22.4,Normal
86,1804,42.5,Mild Stress
56,3890,1.8,Relaxed
115,1014,66.7,Moderate Stress
142,573,82.9,High Stress
57,2972,14.1,Relaxed
148,1101,82.0,High Stress
110,1474,63.9,Moderate Stress
81,3266,30.7,Normal
136,373,80.3,High Stress
108,1458,56.7,Moderate Stress
63,3471,13.6,Relaxed
89,1805,49.4,Mild Stress
130,674,77.5,High Stress
133,755,81.0,High Stress
137,546,72.9,High Stress
76,1871,35.3,Normal
118,994,70.1,High Stress
97,2211,44.0,Mild Stress
80,2742,20.9,Normal
58,3689,9.6,Relaxed
92,1900,44.8,Mild Stress
69,3155,18.1,Relaxed
61,3128,10.7,Relaxed
103,1281,54.3,Mild Stress
64,3459,13.9,Relaxed
100,1348,49.3,Moderate Stress
142,15,85.9,High Stress
102,2760,42.7,Mild Stress
69,2316,30.9,Normal
67,3664,20.9,Relaxed
132,1164,73.1,High Stress
95,1835,47.7,Mild Stress
94,1716,42.2,Mild Stress
56,2888,11.2,Relaxed
101,2223,45.9,Mild Stress
93,1728,43.3,Mild Stress
79,2525,34.5,Normal
101,1507,60.0,Moderate Stress
115,600,65.9,High Stress
107,888,65.1,Moderate Stress
81,2604,28.7,Normal
84,1874,42.0,Mild Stress
66,3182,14.3,Relaxed
143,91,92.1,High Stress
73,3556,20.6,Relaxed
141,391,81.8,High Stress
70,3420,20.9,Relaxed
92,2143,47.1,Mild Stress
94,1874,45.3,Mild Stress
64,3376,14.9,Relaxed
71,2637,23.7,Normal
106,1474,58.7,Moderate Stress
137,535,81.7,High Stress
141,776,83.4,High Stress
109,1944,45.2,Moderate Stress
69,2915,17.2,Relaxed
82,2809,23.7,Normal
72,2665,24.5,Normal
87,2177,40.4,Mild Stress
62,3547,5.7,Relaxed
90,1677,42.8,Mild Stress
88,2329,36.1,Mild Stress
58,3488,4.0,Relaxed
88,1811,44.5,Mild Stress
138,762,81.8,High Stress
100,1565,51.0,Mild Stress
55,3541,10.1,Relaxed
105,1171,67.2,Moderate Stress
113,1367,62.4,Moderate Stress
144,0,91.2,High Stress
94,1663,48.4,Mild Stress
60,2948,21.3,Relaxed
104,1363,60.2,Moderate Stress
131,617,79.4,High Stress
142,796,80.0,High Stress
93,1386,49.0,Mild Stress
92,2800,38.8,Mild Stress
142,520,90.1,High Stress
105,782,58.7,Moderate Stress
118,1372,55.7,Moderate Stress
118,302,74.9,High Stress
71,2397,31.8,Normal
97,1485,40.6,Moderate Stress
83,2422,34.4,Normal
127,541,74.7,High Stress
130,109,84.1,High Stress
97,1435,53.5,Mild Stress
64,3285,17.6,Relaxed
65,3265,23.4,Relaxed
93,2675,36.0,Mild Stress
62,2766,20.3,Relaxed
132,403,78.2,High Stress
130,571,83.2,High Stress
91,1557,45.8,Mild Stress
83,1442,38.1,Mild Stress
65,3304,19.2,Relaxed
104,1363,54.9,Moderate Stress
91,1857,44.3,Mild Stress
128,893,78.4,High Stress
97,1953,49.4,Mild Stress
125,187,73.3,High Stress
82,2302,42.2,Normal
98,1418,54.8,Mild Stress
81,2609,36.1,Mild Stress
68,3694,7.5,Relaxed
58,3169,15.8,Relaxed
92,2392,40.0,Mild Stress
130,637,71.3,High Stress
90,1993,40.5,Mild Stress
88,2035,41.3,Mild Stress
117,1165,64.6,Moderate Stress
148,532,84.2,High Stress
142,607,79.3,High Stress
63,3144,15.0,Relaxed
60,3290,14.6,Relaxed
60,3442,4.5,Relaxed
105,1629,51.8,Moderate Stress
112,1753,59.3,Moderate Stress
116,839,73.0,High Stress
70,1698,38.9,Normal
83,2522,33.1,Normal
63,3173,14.6,Relaxed
58,2814,6.5,Relaxed
85,1856,39.4,Mild Stress
86,1914,36.4,Mild Stress
80,2586,27.0,Normal
58,3252,10.3,Relaxed
75,2403,30.4,Normal
149,819,88.4,High Stress
111,1140,65.9,Moderate Stress
105,1084,55.8,Moderate Stress
72,2498,25.8,Normal
136,408,90.2,High Stress
92,1685,39.3,Mild Stress
69,3201,19.9,Relaxed
129,585,72.6,High Stress
70,3174,19.3,Normal
64,3134,12.2,Relaxed
67,3364,16.2,Relaxed
76,2924,26.4,Normal
139,823,76.1,High Stress
149,491,93.6,High Stress
64,3713,10.9,Relaxed
90,2612,37.7,Mild Stress
107,1384,61.4,Moderate Stress
137,685,86.2,High Stress
93,1735,44.5,Mild Stress
114,1659,57.1,Moderate Stress
74,3341,21.6,Normal
94,2511,35.1,Mild Stress
68,3113,16.7,Relaxed
134,368,81.7,High Stress
131,629,75.2,High Stress
98,894,54.6,Moderate Stress
103,2191,41.8,Mild Stress
129,598,76.5,High Stress
114,1178,61.4,Moderate Stress
94,2245,36.5,Mild Stress
74,2898,30.8,Normal
125,943,72.7,High Stress
82,2624,28.9,Normal
81,3058,24.9,Normal
60,3089,3.6,Relaxed
120,241,76.4,High Stress
69,3508,14.4,Relaxed
91,1879,44.7,Mild Stress
116,1032,61.1,Moderate Stress
132,952,73.2,High Stress
78,2713,20.5,Normal
88,2261,39.6,Mild Stress
139,676,79.4,High Stress
73,2345,26.4,Normal
115,859,61.5,Moderate Stress
123,1065,72.7,Moderate Stress
116,1098,62.3,Moderate Stress
134,809,77.9,High Stress
65,3287,18.5,Relaxed
112,1168,72.8,Moderate Stress
73,2757,23.5,Normal
92,1446,50.6,Mild Stress
86,2960,35.2,Normal
50,3460,3.3,Relaxed
139,914,76.4,High Stress
124,906,69.7,High Stress
77,2339,38.5,Normal
91,1558,47.1,Mild Stress
77,2406,30.9,Normal
62,3160,13.2,Relaxed
79,3112,20.7,Normal
85,2484,29.4,Normal
66,4095,3.3,Relaxed
133,764,75.8,High Stress
97,1707,54.4,Mild Stress
64,3264,10.5,Relaxed
53,2928,17.1,Relaxed
129,613,84.8,High Stress
79,2087,36.8,Normal
112,1044,64.7,Moderate Stress
75,3121,28.0,Normal
98,1413,60.6,Mild Stress
83,1276,47.2,Mild Stress
87,1488,40.7,Mild Stress
78,2723,28.9,Normal
111,907,67.7,Moderate Stress
94,1394,49.7,Mild Stress
72,2326,29.1,Normal
75,2360,24.2,Normal
80,2654,25.3,Normal
105,1228,59.4,Moderate Stress
111,836,67.0,Moderate Stress
69,3783,7.7,Relaxed
137,456,83.5,High Stress
148,114,90.0,High Stress
127,748,79.9,High Stress
135,1036,74.1,High Stress
146,552,84.7,High Stress
108,1124,59.3,Moderate Stress
106,536,62.1,Moderate Stress
61,3465,13.6,Relaxed
130,742,80.4,High Stress
143,906,83.6,High Stress
75,3250,22.9,Normal
143,664,80.4,High Stress
87,1671,45.7,Mild Stress
113,1349,58.1,Moderate Stress
124,1306,67.8,Moderate Stress
129,281,82.0,High Stress
110,942,67.5,Moderate Stress
93,1640,53.3,Mild Stress
85,2195,42.9,Normal
58,2968,8.4,Relaxed
95,1722,55.7,Mild Stress
67,3617,13.2,Relaxed
123,927,76.1,Moderate Stress
62,3653,4.9,Relaxed
89,2145,42.5,Mild Stress
88,2147,44.2,Mild Stress
89,1811,38.9,Mild Stress
94,2351,41.5,Mild Stress
73,2198,39.9,Normal
65,2916,12.6,Relaxed
95,1875,49.9,Mild Stress
62,3538,2.4,Relaxed
72,3457,18.1,Relaxed
107,1129,53.6,Moderate Stress
94,1825,45.2,Mild Stress
66,3751,7.5,Relaxed
113,906,76.5,Moderate Stress
116,1210,60.4,Moderate Stress
93,1681,50.2,Mild Stress
71,1735,35.8,Normal
136,584,77.9,High Stress
66,3075,11.7,Relaxed
109,953,66.2,Moderate Stress
129,333,82.2,High Stress
113,1477,58.4,Moderate Stress
132,542,83.5,High Stress
131,344,75.8,High Stress
94,1651,48.8,Mild Stress
103,1600,59.8,Mild Stress
66,3791,9.3,Relaxed
109,1241,60.3,Moderate Stress
75,2885,30.5,Normal
113,1093,62.2,Moderate Stress
135,265,82.4,High Stress
98,1608,58.7,Mild Stress
57,2766,20.9,Relaxed
83,1755,43.8,Mild Stress
91,1588,43.0,Mild Stress
104,1219,55.3,Moderate Stress
133,931,69.7,High Stress
67,3218,24.8,Relaxed
84,2224,37.1,Mild Stress
94,2209,48.1,Mild Stress
72,2324,24.8,Normal
60,3742,10.0,Relaxed
108,1190,65.4,Moderate Stress
113,955,68.2,Moderate Stress
92,2371,42.9,Mild Stress
91,1767,39.8,Mild Stress
129,740,74.8,High Stress
98,1276,50.6,Moderate Stress
55,3400,11.7,Relaxed
110,929,71.2,Moderate Stress
94,2004,50.8,Mild Stress
67,2397,29.4,Normal
130,622,73.0,High Stress
106,706,69.0,Moderate Stress
143,438,87.7,High Stress
91,1756,51.6,Mild Stress
112,776,58.9,Moderate Stress
59,3121,17.1,Relaxed
148,565,88.6,High Stress
85,1934,38.0,Mild Stress
53,2787,20.4,Relaxed
131,566,79.0,High Stress
105,1300,53.7,Moderate Stress
140,1041,77.7,High Stress
78,2189,34.5,Normal
76,3272,22.8,Normal
84,1932,45.0,Normal
96,2076,44.4,Mild Stress
56,3557,2.0,Relaxed
64,3006,14.9,Relaxed
135,528,88.0,High Stress
78,2768,27.5,Normal
62,2625,17.8,Relaxed
99,1349,44.9,Mild Stress
81,2517,27.1,Normal
135,441,79.5,High Stress
92,1896,41.9,Mild Stress
114,1489,57.9,Moderate Stress
77,2858,33.4,Normal
108,1354,60.5,Moderate Stress
63,2638,20.4,Relaxed
94,1341,52.9,Mild Stress
95,1809,38.8,Mild Stress
65,3147,22.5,Relaxed
90,1441,41.3,Mild Stress
110,1171,61.4,Moderate Stress
104,957,64.4,Moderate Stress
59,3030,16.6,Relaxed
131,984,81.1,High Stress
133,408,85.3,High Stress
81,2090,33.3,Normal
79,2487,30.2,Normal
101,1470,54.8,Moderate Stress
109,1466,57.7,Moderate Stress
145,912,83.6,High Stress
143,361,91.3,High Stress
100,1016,58.3,Moderate Stress
107,1100,60.9,Moderate Stress
89,1459,48.3,Mild Stress
109,856,59.2,Moderate Stress
124,1592,71.0,Moderate Stress
67,2693,27.8,Normal
106,1739,54.8,Mild Stress
109,690,64.4,Moderate Stress
133,760,75.8,High Stress
120,924,64.7,Moderate Stress
155,910,82.0,High Stress
114,849,65.9,Moderate Stress
129,473,77.8,High Stress
106,1044,60.5,Moderate Stress
80,1979,42.0,Mild Stress
137,689,84.2,High Stress
127,829,82.0,High Stress
129,849,79.6,High Stress
63,3395,11.7,Relaxed
128,804,77.3,High Stress
137,378,84.0,High Stress
58,3434,13.5,Relaxed
132,946,74.3,High Stress
116,1331,62.9,Moderate Stress
96,2249,43.6,Mild Stress
96,1592,47.8,Mild Stress
65,3468,16.0,Relaxed
61,3844,11.5,Relaxed
93,2238,38.6,Mild Stress
73,2141,37.3,Normal
141,492,85.4,High Stress
113,1469,61.6,Moderate Stress
119,59,78.0,Moderate Stress
95,831,60.5,Mild Stress
83,1819,36.2,Normal
145,839,81.2,High Stress
79,2492,24.4,Normal
92,2389,41.3,Mild Stress
62,3663,8.3,Relaxed
85,2561,31.9,Normal
94,1665,48.4,Mild Stress
93,2113,41.9,Mild Stress
134,735,81.4,High Stress
83,2915,30.1,Normal
76,2852,22.6,Normal
110,1250,60.3,Moderate Stress
94,1685,45.0,Mild Stress
97,1601,53.0,Mild Stress
99,1571,53.7,Mild Stress
89,2196,44.2,Mild Stress
133,898,86.1,High Stress
96,842,48.2,Moderate Stress
142,706,78.9,High Stress
96,2631,38.9,Mild Stress
68,3691,13.8,Relaxed
91,1945,37.9,Mild Stress
133,896,74.3,High Stress
58,3140,6.1,Relaxed
136,437,80.2,High Stress
102,1847,41.5,Mild Stress
79,2767,28.6,Normal
117,1619,52.9,Moderate Stress
88,956,52.0,Mild Stress
99,2050,44.5,Mild Stress
76,2234,30.6,Normal
60,3162,16.5,Relaxed
63,3032,10.2,Normal
62,3105,17.2,Relaxed
93,1279,49.1,Mild Stress
130,536,72.4,High Stress
72,1947,35.7,Normal
142,654,88.7,High Stress
74,3034,18.2,Normal
62,3575,4.4,Relaxed
77,2252,37.9,Normal
63,2937,24.9,Relaxed
67,3530,9.7,Relaxed
129,993,75.8,High Stress
104,1388,61.2,Moderate Stress
83,1602,45.4,Mild Stress
130,507,82.3,High Stress
132,546,77.5,High Stress
109,1429,55.7,Moderate Stress
94,1752,48.0,Mild Stress
95,1568,41.8,Mild Stress
130,547,82.3,High Stress
85,3085,24.9,Normal
67,2604,24.7,Normal
56,3014,12.9,Relaxed
124,792,72.1,High Stress
70,3199,18.3,Normal
60,2470,17.9,Relaxed
97,1606,63.7,Mild Stress
96,894,58.0,Mild Stress
81,2681,32.8,Normal
71,2916,19.3,Normal
119,379,73.5,High Stress
143,1092,73.6,High Stress
136,607,85.2,High Stress
82,1048,51.1,Mild Stress
142,3,88.4,High Stress
117,1323,60.5,Moderate Stress
133,778,76.9,High Stress
133,331,79.9,High Stress
72,3121,13.5,Normal
136,565,83.2,High Stress
83,2559,32.1,Normal
69,3364,13.4,Normal
116,865,63.9,Moderate Stress
103,1053,57.1,Moderate Stress
82,2032,34.1,Normal
68,2840,14.2,Normal
80,2053,41.7,Normal
121,1209,70.3,Moderate Stress
74,3021,19.7,Normal
61,2976,19.0,Relaxed
100,1682,52.8,Mild Stress
67,3544,12.2,Relaxed
76,2624,32.7,Normal
89,2550,34.8,Normal
62,3132,13.8,Relaxed
63,3217,14.3,Relaxed
68,3271,18.8,Relaxed
63,3629,3.2,Relaxed
89,2978,40.1,Normal
129,469,76.2,High Stress
107,1233,54.4,Moderate Stress
112,1108,59.2,Moderate Stress
112,984,62.4,Moderate Stress
63,4001,4.1,Relaxed
79,2659,28.5,Normal
112,1440,56.9,Moderate Stress
141,738,82.2,High Stress
85,2665,39.4,Normal
102,1778,53.0,Mild Stress
88,2145,38.4,Mild Stress
73,2512,25.8,Normal
84,2041,38.0,Mild Stress
92,899,52.0,Moderate Stress
93,3122,29.6,Normal
89,1300,53.5,Mild Stress
133,264,77.0,High Stress
82,2203,35.3,Mild Stress
63,3432,15.5,Relaxed
80,2554,31.1,Normal
81,2133,31.4,Normal
61,3124,7.6,Relaxed
74,2839,27.8,Normal
120,1107,60.6,Moderate Stress
114,986,62.7,Moderate Stress
100,923,62.6,Moderate Stress
93,1833,43.2,Mild Stress
92,1915,47.2,Mild Stress
103,1008,58.5,Moderate Stress
59,3435,12.0,Relaxed
70,2923,19.8,Normal
74,2309,25.2,Normal
70,2931,23.6,Normal
79,2802,24.8,Normal
57,3154,10.5,Relaxed
115,774,62.9,Moderate Stress
121,968,69.5,High Stress
92,2324,35.0,Mild Stress
68,2313,30.0,Normal
61,3705,12.0,Relaxed
77,2802,23.1,Normal
145,796,90.2,High Stress
111,1340,55.0,Moderate Stress
62,3938,6.4,Relaxed
108,1125,58.9,Moderate Stress
134,509,76.6,High Stress
56,3353,6.1,Relaxed
88,1380,52.0,Mild Stress
98,995,50.6,Moderate Stress
109,1726,57.1,Moderate Stress
132,1075,69.3,High Stress
78,2305,26.6,Normal
100,2015,56.4,Mild Stress
104,1303,54.8,Moderate Stress
72,3264,18.5,Normal
124,837,71.1,High Stress
81,2856,24.3,Normal
115,1125,60.9,Moderate Stress
96,1638,49.1,Mild Stress
59,3785,3.8,Relaxed
78,2474,34.2,Normal
85,1558,43.8,Mild Stress
125,556,76.3,High Stress
125,467,82.4,High Stress
91,1987,42.8,Mild Stress
72,2291,30.8,Normal
63,3457,11.5,Relaxed
101,2176,48.5,Mild Stress
93,1815,48.5,Mild Stress
141,267,88.1,High Stress
131,1032,74.4,High Stress
75,2403,34.0,Normal
74,2239,28.4,Normal
134,560,79.6,High Stress
131,515,78.9,High Stress
90,2870,28.3,Normal
124,991,69.7,High Stress
64,3814,18.2,Relaxed
62,3251,15.6,Relaxed
76,2512,31.2,Normal
90,2052,45.2,Mild Stress
135,434,83.2,High Stress
75,2528,29.4,Normal
71,2993,16.9,Normal
72,2121,30.1,Normal
142,544,82.9,High Stress
58,3871,5.6,Relaxed
138,796,78.8,High Stress
79,2240,43.0,Normal
116,710,67.1,Moderate Stress
60,3359,12.1,Relaxed
95,2304,43.3,Mild Stress
72,2514,22.9,Normal
84,1579,48.4,Mild Stress
75,3240,20.2,Normal
82,3206,26.9,Normal
74,2831,31.4,Normal
91,1940,47.3,Mild Stress
113,932,65.4,Moderate Stress
143,452,86.6,High Stress
145,1048,82.0,High Stress
112,821,72.9,Moderate Stress
143,407,82.4,High Stress
92,2244,41.6,Mild Stress
118,1229,63.2,Moderate Stress
60,2970,17.6,Relaxed
65,3234,9.4,Relaxed
121,825,65.0,High Stress
68,3221,24.9,Relaxed
106,1589,56.4,Moderate Stress
120,1319,68.9,Moderate Stress
132,385,78.2,High Stress
106,1263,53.7,Moderate Stress
135,457,83.0,High Stress
72,2804,19.9,Normal
63,3129,20.9,Relaxed
88,2087,41.9,Mild Stress
117,1060,72.8,Moderate Stress
117,1179,63.9,Moderate Stress
138,332,94.6,High Stress
79,2809,25.4,Normal
123,1478,72.2,Moderate Stress
83,2730,27.3,Normal
57,3034,11.2,Relaxed
61,3818,4.2,Relaxed
110,1156,56.4,Moderate Stress
69,3296,25.7,Relaxed
102,1285,51.9,Mild Stress
99,724,56.3,Moderate Stress
65,3244,17.0,Relaxed
61,3138,10.0,Relaxed
112,949,61.8,Moderate Stress
63,2833,19.2,Relaxed
68,1963,29.9,Normal
93,1458,51.5,Mild Stress
54,3386,10.4,Relaxed
74,2459,34.9,Normal
64,3322,8.5,Relaxed
145,272,90.1,High Stress
51,2886,12.4,Relaxed
74,2733,30.6,Normal
91,1913,42.9,Mild Stress
123,778,67.5,High Stress
81,2199,36.1,Normal
99,1588,59.6,Mild Stress
94,1373,44.4,Mild Stress
81,2696,31.4,Normal
108,1353,64.6,Moderate Stress
76,3075,21.2,Normal
130,635,76.1,High Stress
78,2949,26.7,Normal
86,3111,25.8,Normal
119,401,65.8,High Stress
68,3906,13.6,Relaxed
90,1585,47.6,Mild Stress
94,1552,49.5,Mild Stress
133,845,76.9,High Stress
135,354,86.3,High Stress
77,3423,16.0,Normal
70,2896,23.9,Normal
93,2179,41.5,Mild Stress
80,2959,30.3,Normal
102,1192,56.0,Moderate Stress
77,2251,26.8,Normal
108,1095,57.3,Moderate Stress
134,395,82.1,High Stress
75,3414,17.7,Normal
88,1726,42.5,Mild Stress
110,1213,57.4,Moderate Stress
139,747,82.6,High Stress
63,3223,13.8,Relaxed
100,1584,64.2,Mild Stress
129,617,77.5,High Stress
76,2605,30.5,Normal
66,3516,11.5,Relaxed
126,503,83.6,High Stress
62,3290,10.1,Relaxed
62,3320,21.1,Relaxed
84,2789,27.9,Normal
148,412,94.2,High Stress
96,2132,47.3,Mild Stress
87,1392,46.7,Mild Stress
127,8,80.9,High Stress
116,949,71.2,Moderate Stress
72,3675,19.1,Relaxed
140,717,80.4,High Stress
117,1699,54.5,Moderate Stress
66,3498,10.3,Relaxed
84,3064,24.7,Normal
138,262,83.4,High Stress
119,690,72.1,High Stress
78,3112,25.5,Normal
110,1082,62.4,Moderate Stress
116,1153,65.2,Moderate Stress
124,459,74.7,High Stress
103,2139,51.2,Mild Stress
131,1141,70.4,High Stress
91,1777,48.4,Mild Stress
130,13,79.7,High Stress
111,1398,56.9,Moderate Stress
76,2226,36.0,Normal
60,3434,15.7,Relaxed
70,2675,17.3,Normal
115,1116,64.1,Moderate Stress
110,1058,63.6,Moderate Stress
108,1632,53.9,Moderate Stress
105,1137,65.5,Moderate Stress
112,1193,63.0,Moderate Stress
65,3754,8.7,Relaxed
94,1821,40.5,Mild Stress
74,1830,38.8,Normal
83,1510,43.2,Mild Stress
97,1005,62.6,Moderate Stress
54,3361,4.7,Relaxed
120,1254,62.1,Moderate Stress
66,3426,11.8,Relaxed
56,2863,14.8,Relaxed
65,3049,19.3,Relaxed
80,2999,31.1,Normal
114,618,73.4,Moderate Stress
72,3207,18.3,Relaxed
139,319,87.7,High Stress
117,1203,61.5,Moderate Stress
71,2088,32.9,Normal
106,1065,62.8,Moderate Stress
98,1162,56.2,Moderate Stress
94,1710,48.7,Mild Stress
91,2264,41.5,Mild Stress
87,811,52.3,Mild Stress
73,2878,26.7,Normal
95,1268,49.7,Mild Stress
104,987,66.4,Moderate Stress
71,3040,22.4,Normal
73,2571,34.3,Normal
107,731,65.1,Moderate Stress
132,851,73.0,High Stress
77,3265,30.7,Normal
109,980,66.2,Moderate Stress
75,2770,23.7,Normal
107,899,68.7,Moderate Stress
76,2862,24.6,Normal
134,360,82.5,High Stress
96,1758,49.8,Mild Stress
78,2829,26.3,Normal
65,2839,27.0,Relaxed
121,435,69.9,High Stress
117,905,59.5,Moderate Stress
97,1794,45.5,Mild Stress
136,537,83.9,High Stress
112,1519,62.8,Moderate Stress
111,1534,66.3,Moderate Stress
141,607,85.1,High Stress
96,2010,46.6,Mild Stress
86,2363,31.5,Mild Stress
84,2384,39.8,Normal
53,3270,13.2,Relaxed
93,1743,49.9,Mild Stress
61,3013,19.5,Relaxed
136,694,81.0,High Stress
85,2081,32.1,Normal
91,793,52.2,Mild Stress
63,2805,16.2,Relaxed
78,3198,19.1,Normal
83,2456,34.7,Normal
89,1678,45.5,Mild Stress
58,3321,13.4,Relaxed
121,184,73.4,High Stress
144,563,85.2,High Stress
142,611,79.3,High Stress
137,305,85.5,High Stress
59,3450,12.5,Relaxed
132,423,74.4,High Stress
75,2617,28.4,Normal
91,1946,50.3,Mild Stress
89,2411,40.3,Mild Stress
98,1776,51.3,Mild Stress
86,1825,37.3,Mild Stress
134,638,83.5,High Stress
102,1849,50.9,Mild Stress
98,1325,46.8,Moderate Stress
141,421,78.8,High Stress
79,3126,25.8,Normal
78,1885,33.2,Mild Stress
91,1665,41.4,Mild Stress
108,1270,55.4,Moderate Stress
90,2396,33.8,Mild Stress
71,3597,14.4,Normal
116,1707,60.0,Moderate Stress
82,2490,34.4,Mild Stress
139,390,79.7,High Stress
61,3445,8.3,Relaxed
109,1403,59.9,Moderate Stress
78,2523,17.7,Normal
78,2413,31.0,Normal
89,1912,39.1,Mild Stress
109,1366,60.6,Moderate Stress
101,1382,51.1,Moderate Stress
112,1344,58.3,Moderate Stress
130,0,79.5,High Stress
97,2136,44.4,Mild Stress
95,1874,46.8,Mild Stress
67,2973,15.6,Relaxed
87,2707,30.8,Normal
106,641,65.2,Moderate Stress
77,2539,37.6,Normal
55,3710,8.9,Relaxed
129,697,73.6,High Stress
65,3169,15.6,Relaxed
135,416,79.4,High Stress
88,2752,35.7,Normal
113,862,66.7,Moderate Stress
76,2796,28.5,Normal
109,1174,59.7,Moderate Stress
89,1967,41.8,Mild Stress
53,3134,11.9,Relaxed
89,1986,43.0,Mild Stress
88,2346,34.4,Mild Stress
65,2202,27.9,Normal
100,1414,56.1,Moderate Stress
137,396,86.4,High Stress
74,2182,29.2,Normal
110,919,62.6,Moderate Stress
99,1439,43.3,Mild Stress
66,3131,21.6,Relaxed
65,2731,22.3,Relaxed
60,3646,1.8,Relaxed
80,2931,28.7,Normal
85,2422,32.0,Mild Stress
96,1647,45.3,Mild Stress
65,3419,18.8,Relaxed
82,2280,47.2,Normal
117,1673,68.5,Moderate Stress
60,3350,16.0,Relaxed
64,3647,4.6,Relaxed
139,528,79.6,High Stress
73,3332,17.1,Normal
132,155,87.8,High Stress
91,1750,44.6,Mild Stress
78,2748,33.0,Normal
77,3172,24.9,Normal
141,279,87.7,High Stress
136,300,79.7,High Stress
112,1208,57.2,Moderate Stress
108,1225,61.3,Moderate Stress
