heart_rate,light,stress_score,stress_category
113,1087,60.4,Moderate Stress
106,1284,63.3,Moderate Stress
93,1653,38.3,Mild Stress
113,1303,61.8,Moderate Stress
54,3780,5.9,Relaxed
130,699,81.9,High Stress
110,1335,60.1,Moderate Stress
60,3398,17.0,Relaxed
78,2034,37.8,Normal
62,3145,16.3,Relaxed
103,1374,52.5,Moderate Stress
95,1551,48.2,Mild Stress
135,548,84.9,High Stress
75,3242,21.7,Normal
77,2523,34.1,Normal
95,2038,44.5,Mild Stress
104,1218,54.3,Moderate Stress
129,756,78.2,High Stress
144,665,89.0,High Stress
116,1364,58.2,Moderate Stress
133,511,83.4,High Stress
115,767,65.8,Moderate Stress
152,586,89.3,High Stress
133,863,77.4,High Stress
88,1535,40.0,Mild Stress
74,2488,28.9,Normal
116,1079,65.5,Moderate Stress
75,3027,25.3,Normal
68,2451,24.2,Normal
76,2866,25.4,Normal
108,815,59.2,Moderate Stress
72,1829,36.2,Normal
71,2855,30.1,Normal
130,556,77.4,High Stress
57,3848,17.3,Relaxed
106,1205,63.2,Moderate Stress
92,1493,49.7,Mild Stress
143,952,86.1,High Stress
84,2530,31.5,Mild Stress
90,1948,45.2,Mild Stress
110,1623,52.7,Moderate Stress
75,2466,24.7,Normal
61,3218,13.0,Relaxed
89,1636,47.7,Mild Stress
88,1641,45.5,Mild Stress
134,612,85.1,High Stress
109,842,70.1,Moderate Stress
75,2419,28.6,Normal
138,298,79.6,High Stress
85,2922,28.4,Normal
103,1304,57.1,Moderate Stress
81,1997,37.6,Normal
116,943,66.7,Moderate Stress
80,2512,31.9,Normal
90,1900,48.3,Mild Stress
83,3030,29.7,Normal
112,503,74.4,Moderate Stress
69,2817,23.5,Relaxed
110,1089,64.7,Moderate Stress
77,3075,27.9,Normal
66,2520,20.5,Normal
83,2746,24.5,Normal
66,3189,14.5,Relaxed
59,3453,10.3,Relaxed
63,3193,16.6,Relaxed
62,3409,11.4,Relaxed
71,3467,24.3,Relaxed
63,3078,20.3,Relaxed
62,3110,17.6,Relaxed
129,484,76.2,High Stress
89,1827,40.6,Mild Stress
88,2121,42.7,Mild Stress
140,533,80.3,High Stress
133,682,73.5,High Stress
135,641,80.8,High Stress
104,1162,58.4,Moderate Stress
85,1489,40.6,Mild Stress
57,2799,11.3,Relaxed
105,1341,62.6,Moderate Stress
80,2103,38.8,Normal
120,1125,71.6,Moderate Stress
66,3488,15.2,Relaxed
91,1884,48.0,Mild Stress
90,2014,49.9,Mild Stress
145,856,85.4,High Stress
81,2298,36.0,Mild Stress
106,814,66.5,Moderate Stress
61,3675,8.0,Relaxed
94,1782,45.1,Mild Stress
113,1098,63.8,Moderate Stress
65,3032,19.6,Relaxed
141,684,80.9,High Stress
103,867,48.3,Moderate Stress
59,3751,10.1,Relaxed
74,2772,18.6,Normal
92,1774,46.4,Mild Stress
79,2116,39.8,Normal
85,1892,38.8,Mild Stress
72,2867,22.0,Normal
111,1333,58.3,Moderate Stress
116,1026,71.2,Moderate Stress
102,2057,49.4,Mild Stress
78,2337,28.3,Normal
68,3397,14.2,Relaxed
91,1756,44.2,Mild Stress
100,834,59.8,Moderate Stress
87,2355,41.3,Mild Stress
93,1591,45.7,Mild Stress
100,1067,63.3,Moderate Stress
93,1856,45.9,Mild Stress
111,1544,57.5,Moderate Stress
62,3485,20.5,Relaxed
78,2107,32.3,Normal
81,2327,33.7,Normal
88,1827,45.1,Mild Stress
87,1726,42.0,Mild Stress
65,3021,18.0,Relaxed
134,528,79.9,High Stress
111,556,63.8,Moderate Stress
80,1748,36.1,Mild Stress
86,2792,39.2,Normal
117,944,68.7,Moderate Stress
68,3324,20.7,Relaxed
119,1236,62.3,Moderate Stress
74,2811,23.5,Normal
140,921,89.4,High Stress
59,3071,12.7,Relaxed
67,2304,25.1,Normal
117,1387,66.9,Moderate Stress
58,3185,15.8,Relaxed
79,2161,30.7,Normal
80,3316,26.8,Normal
58,3362,17.3,Relaxed
85,2017,30.6,Normal
101,706,66.3,Moderate Stress
138,926,80.8,High Stress
107,1204,57.9,Moderate Stress
107,1076,61.9,Moderate Stress
60,3367,6.4,Relaxed
116,1251,73.6,Moderate Stress
70,2924,25.9,Normal
128,568,74.6,High Stress
100,1509,50.0,Moderate Stress
75,2903,24.7,Normal
90,1193,47.7,Mild Stress
77,2604,23.7,Normal
74,3010,24.6,Normal
76,3092,29.4,Normal
79,2310,28.6,Normal
71,2667,24.3,Normal
126,1019,69.7,Moderate Stress
74,2677,27.1,Normal
111,1041,63.9,Moderate Stress
60,3629,1.4,Relaxed
127,960,67.9,High Stress
69,3551,15.2,Relaxed
129,697,81.0,High Stress
115,1146,65.1,Moderate Stress
130,506,83.4,High Stress
132,197,91.7,High Stress
107,808,64.5,Moderate Stress
105,770,62.6,Moderate Stress
77,2802,31.5,Normal
81,1432,40.7,Mild Stress
75,1446,36.1,Normal
60,3448,6.9,Relaxed
83,2789,25.8,Normal
64,3827,10.6,Relaxed
83,2720,29.0,Normal
98,1600,53.1,Mild Stress
118,1329,69.4,Moderate Stress
74,2618,27.8,Normal
62,3275,17.4,Relaxed
73,2411,28.2,Normal
115,1555,56.4,Moderate Stress
133,536,81.8,High Stress
64,3299,6.9,Relaxed
89,1692,43.6,Mild Stress
143,776,87.1,High Stress
72,2922,22.4,Normal
59,3294,12.0,Relaxed
73,2536,24.1,Normal
78,1351,41.8,Mild Stress
110,1224,59.3,Moderate Stress
72,3101,20.8,Normal
138,806,74.3,High Stress
82,1816,41.6,Mild Stress
82,2128,33.9,Mild Stress
79,2715,26.9,Normal
82,2307,30.8,Normal
59,3061,13.3,Relaxed
144,736,80.7,High Stress
112,1415,52.8,Moderate Stress
82,2618,35.2,Normal
90,1844,36.2,Mild Stress
83,2098,34.5,Mild Stress
64,3347,10.6,Relaxed
66,3739,4.5,Relaxed
79,3032,35.8,Normal
77,2653,32.6,Normal
135,730,80.5,High Stress
82,2454,30.5,Normal
134,800,75.8,High Stress
125,801,71.7,High Stress
108,1371,61.3,Moderate Stress
100,1880,50.8,Mild Stress
135,1360,81.4,High Stress
71,3034,21.3,Normal
98,2514,48.6,Mild Stress
125,140,82.3,High Stress
65,3244,13.8,Relaxed
110,717,65.7,Moderate Stress
77,2199,27.2,Normal
139,521,79.0,High Stress
62,3229,7.7,Relaxed
113,1291,57.7,Moderate Stress
103,1637,55.8,Moderate Stress
102,1605,47.6,Moderate Stress
107,1785,52.5,Moderate Stress
63,3699,16.8,Relaxed
111,1416,58.3,Moderate Stress
79,2650,30.0,Normal
69,2855,19.7,Normal
143,670,85.3,High Stress
75,2438,25.8,Normal
72,2982,22.9,Normal
79,3511,18.3,Normal
85,1673,44.5,Mild Stress
89,1398,44.5,Mild Stress
93,2567,28.8,Mild Stress
133,637,84.2,High Stress
77,2571,29.1,Normal
79,2942,23.7,Normal
89,1768,46.9,Mild Stress
130,637,68.6,High Stress
52,3285,4.6,Relaxed
118,1085,64.2,High Stress
133,385,87.1,High Stress
137,0,88.4,High Stress
74,3212,25.6,Normal
101,902,58.6,Moderate Stress
112,1307,66.2,Moderate Stress
73,3487,15.9,Normal
55,3581,9.7,Relaxed
140,707,74.5,High Stress
69,2627,23.8,Normal
69,3088,17.0,Normal
81,2876,30.9,Normal
92,1210,48.6,Mild Stress
63,3730,10.3,Relaxed
67,3595,12.2,Relaxed
119,757,77.2,Moderate Stress
91,1934,47.6,Mild Stress
89,2210,38.2,Mild Stress
58,3063,18.7,Relaxed
57,3533,11.2,Relaxed
73,2689,33.4,Normal
77,3167,22.3,Normal
92,1854,42.3,Mild Stress
142,453,84.3,High Stress
110,1616,56.7,Moderate Stress
87,1517,40.3,Mild Stress
64,3339,20.0,Relaxed
102,971,59.3,Moderate Stress
127,919,74.3,High Stress
58,3335,18.3,Relaxed
99,1038,63.3,Moderate Stress
98,2321,42.3,Mild Stress
125,492,79.3,High Stress
65,3296,13.5,Relaxed
116,1604,62.1,Moderate Stress
128,134,79.9,High Stress
58,3534,6.0,Relaxed
79,3669,18.1,Normal
71,3107,18.7,Normal
102,2117,49.1,Mild Stress
141,825,91.1,High Stress
109,948,64.5,Moderate Stress
93,1899,51.9,Mild Stress
87,1640,44.5,Mild Stress
72,3812,19.2,Relaxed
98,1162,52.6,Moderate Stress
84,1988,40.4,Mild Stress
150,260,92.1,High Stress
59,3331,10.8,Relaxed
128,796,75.2,High Stress
140,396,86.0,High Stress
99,1208,59.7,Mild Stress
90,921,59.5,Mild Stress
110,1210,62.6,Moderate Stress
128,0,83.9,High Stress
132,710,77.9,High Stress
97,2411,42.2,Mild Stress
58,2905,11.5,Relaxed
141,827,73.0,High Stress
66,2963,20.5,Relaxed
80,3021,29.8,Normal
65,3626,18.9,Relaxed
124,456,73.1,High Stress
107,1485,57.3,Moderate Stress
114,853,76.3,Moderate Stress
78,1870,36.0,Normal
81,1249,43.8,Mild Stress
74,2739,23.8,Normal
106,999,58.4,Moderate Stress
124,632,76.6,High Stress
85,2394,45.7,Normal
110,975,64.9,Moderate Stress
81,2218,38.0,Normal
89,1721,50.1,Mild Stress
56,3866,0.0,Relaxed
108,726,59.0,Moderate Stress
78,2813,31.2,Normal
90,1332,49.1,Mild Stress
67,3778,19.4,Relaxed
82,1349,46.0,Mild Stress
108,943,63.5,Moderate Stress
130,827,83.6,High Stress
109,1854,56.0,Moderate Stress
115,894,68.7,Moderate Stress
62,3549,10.8,Relaxed
84,1522,46.4,Mild Stress
131,389,82.9,High Stress
84,2696,34.7,Normal
57,3641,13.4,Relaxed
84,2302,36.0,Normal
87,2124,42.2,Mild Stress
114,663,72.3,Moderate Stress
62,3708,8.0,Relaxed
66,3487,17.4,Relaxed
75,2021,41.1,Normal
134,1045,77.3,High Stress
89,722,51.7,Mild Stress
56,3437,7.7,Relaxed
150,1283,85.0,High Stress
58,3476,10.1,Relaxed
76,2663,33.8,Normal
92,2075,48.6,Mild Stress
127,657,77.7,High Stress
93,2308,47.6,Mild Stress
67,3583,21.5,Relaxed
64,3565,16.9,Relaxed
143,659,81.0,High Stress
145,685,86.9,High Stress
73,3606,15.7,Normal
68,3307,19.9,Relaxed
92,1955,45.4,Mild Stress
65,3341,16.9,Relaxed
104,1957,50.1,Mild Stress
79,2745,29.7,Normal
57,2884,17.0,Relaxed
56,3647,6.8,Relaxed
132,762,74.0,High Stress
73,2766,29.9,Normal
94,1244,48.9,Moderate Stress
109,1159,57.1,Moderate Stress
141,530,83.1,High Stress
102,1433,56.9,Moderate Stress
111,1620,55.7,Moderate Stress
110,1221,58.3,Moderate Stress
114,1593,65.7,Moderate Stress
63,3505,5.2,Relaxed
53,3056,8.0,Relaxed
59,3570,7.7,Relaxed
68,2744,26.7,Relaxed
95,1537,51.5,Moderate Stress
59,3268,12.5,Relaxed
137,211,79.5,High Stress
64,3209,11.7,Relaxed
107,1496,55.2,Moderate Stress
129,459,80.6,High Stress
64,3065,19.1,Relaxed
108,1411,64.9,Moderate Stress
60,3748,10.8,Relaxed
119,1177,65.6,Moderate Stress
89,1863,40.0,Mild Stress
98,884,61.9,Moderate Stress
53,3230,7.9,Relaxed
139,651,82.8,High Stress
148,264,91.4,High Stress
73,2840,18.8,Normal
66,2792,23.0,Normal
113,1254,58.8,Moderate Stress
113,589,67.8,Moderate Stress
67,2990,27.6,Relaxed
78,2850,27.2,Normal
90,1248,43.7,Mild Stress
107,1217,63.9,Moderate Stress
102,2148,52.8,Mild Stress
124,414,74.2,High Stress
75,2449,26.3,Normal
57,3180,19.6,Relaxed
120,591,69.8,High Stress
65,2924,23.0,Relaxed
134,905,75.5,High Stress
130,708,70.9,High Stress
72,3329,21.4,Normal
65,2911,19.5,Relaxed
128,593,79.8,High Stress
64,2933,25.6,Relaxed
111,1084,58.2,Moderate Stress
55,3244,11.7,Relaxed
94,1863,45.3,Mild Stress
116,1021,63.1,Moderate Stress
64,3228,21.9,Relaxed
102,1608,45.8,Mild Stress
99,1094,56.2,Moderate Stress
87,1694,43.6,Mild Stress
116,951,69.4,Moderate Stress
113,828,67.9,Moderate Stress
84,1381,45.0,Mild Stress
94,1465,54.8,Mild Stress
71,2823,17.9,Normal
80,3061,27.3,Normal
131,1026,68.6,High Stress
91,2166,39.1,Mild Stress
61,3621,10.1,Relaxed
104,1462,53.9,Moderate Stress
141,806,79.8,High Stress
73,3151,21.9,Normal
60,2771,24.3,Relaxed
132,741,76.1,High Stress
95,1789,45.8,Mild Stress
125,371,73.8,High Stress
68,2742,23.4,Normal
103,258,66.5,Moderate Stress
60,2275,21.4,Relaxed
75,2570,30.6,Normal
108,1286,56.7,Moderate Stress
100,1073,52.8,Mild Stress
146,786,90.2,High Stress
104,1203,49.6,Moderate Stress
73,2179,28.6,Normal
111,948,60.7,Moderate Stress
65,3610,11.1,Relaxed
62,3147,15.6,Relaxed
76,2893,28.5,Normal
106,879,62.9,Moderate Stress
90,1317,52.7,Mild Stress
106,1622,52.7,Mild Stress
137,794,76.0,High Stress
115,1379,62.5,Moderate Stress
116,1214,70.4,Moderate Stress
82,2158,39.1,Normal
64,4095,3.6,Relaxed
136,521,79.3,High Stress
133,935,70.6,High Stress
145,100,93.0,High Stress
83,3060,25.9,Normal
98,2106,45.4,Mild Stress
62,3186,15.6,Relaxed
69,3464,21.5,Relaxed
107,896,60.9,Moderate Stress
83,2681,33.8,Normal
67,3169,18.0,Relaxed
72,3319,24.5,Relaxed
78,2662,28.1,Normal
123,876,75.4,High Stress
144,399,84.7,High Stress
94,2108,41.7,Mild Stress
70,2729,23.3,Normal
133,278,80.0,High Stress
98,1183,57.6,Moderate Stress
127,804,72.7,High Stress
128,348,74.0,High Stress
100,1019,54.8,Moderate Stress
81,2803,23.9,Normal
83,2244,32.2,Normal
84,2294,44.2,Normal
135,759,77.7,High Stress
94,2188,38.5,Mild Stress
92,2205,45.2,Mild Stress
117,1125,74.9,Moderate Stress
55,3957,5.8,Relaxed
130,641,81.0,High Stress
82,2242,34.8,Mild Stress
63,3661,6.0,Relaxed
71,2912,26.1,Normal
111,852,62.8,Moderate Stress
81,2773,24.3,Normal
123,977,70.1,High Stress
59,2819,20.1,Relaxed
93,1692,45.8,Mild Stress
95,1808,47.0,Mild Stress
129,762,77.4,High Stress
77,2634,36.6,Normal
70,2354,30.8,Normal
62,2922,23.0,Relaxed
65,3946,6.2,Relaxed
125,494,76.2,High Stress
139,973,75.6,High Stress
87,1918,35.2,Mild Stress
71,1885,28.8,Normal
97,1269,52.0,Moderate Stress
112,440,69.0,High Stress
139,1016,73.9,High Stress
71,3132,26.2,Normal
81,2482,31.7,Normal
63,3337,12.3,Relaxed
63,3241,13.8,Relaxed
132,1269,62.1,High Stress
76,3587,12.0,Normal
128,228,77.1,High Stress
84,2170,33.4,Normal
109,818,63.6,Moderate Stress
116,987,63.6,Moderate Stress
141,706,76.1,High Stress
111,1304,57.3,Moderate Stress
84,2717,37.2,Normal
74,2382,27.7,Normal
142,959,81.1,High Stress
120,270,85.2,High Stress
60,4024,0.0,Relaxed
65,2915,21.8,Relaxed
107,1529,50.1,Mild Stress
69,3480,16.6,Relaxed
115,863,62.4,Moderate Stress
100,2267,37.9,Mild Stress
137,619,82.2,High Stress
66,2291,23.9,Normal
117,855,68.8,Moderate Stress
107,1466,61.2,Moderate Stress
59,3365,20.0,Relaxed
70,2406,27.8,Normal
107,1214,53.4,Moderate Stress
133,443,77.9,High Stress
145,642,86.8,High Stress
76,2597,25.7,Normal
140,508,82.9,High Stress
105,2407,48.2,Mild Stress
65,3014,16.6,Relaxed
129,152,76.3,High Stress
111,991,59.2,Moderate Stress
137,613,81.2,High Stress
104,1536,55.2,Moderate Stress
140,355,80.4,High Stress
65,3254,17.7,Relaxed
131,959,82.1,High Stress
66,2923,21.5,Relaxed
74,2768,21.6,Normal
114,1095,58.4,Moderate Stress
133,428,79.7,High Stress
99,1921,52.2,Mild Stress
89,1602,45.5,Mild Stress
98,1858,51.5,Mild Stress
92,1532,42.5,Mild Stress
134,450,81.8,High Stress
56,2747,14.8,Relaxed
109,1250,59.7,Moderate Stress
65,2994,14.0,Normal
95,1578,45.8,Mild Stress
99,1920,40.9,Mild Stress
59,3287,0.8,Relaxed
110,977,57.5,Moderate Stress
121,590,77.0,High Stress
67,3265,9.0,Relaxed
136,595,84.9,High Stress
61,3134,17.3,Relaxed
56,3685,11.4,Relaxed
110,549,65.3,Moderate Stress
96,2262,46.1,Mild Stress
85,2077,39.7,Mild Stress
110,726,65.3,Moderate Stress
68,3302,12.0,Relaxed
61,3096,16.9,Relaxed
91,2133,44.0,Mild Stress
70,3395,15.7,Relaxed
80,2283,30.9,Mild Stress
63,3080,19.7,Relaxed
107,1113,67.1,Moderate Stress
110,1479,64.2,Moderate Stress
94,1501,45.5,Mild Stress
107,1035,61.3,Moderate Stress
114,892,63.4,Moderate Stress
87,2847,29.1,Normal
63,3157,13.2,Relaxed
139,449,82.1,High Stress
90,2107,40.3,Mild Stress
81,1928,33.3,Normal
59,3435,6.8,Relaxed
61,3072,11.5,Relaxed
91,1741,39.5,Mild Stress
81,2032,37.0,Normal
89,1740,44.6,Mild Stress
70,2858,17.2,Relaxed
81,2928,25.9,Normal
59,3545,9.4,Relaxed
105,1027,58.0,Moderate Stress
106,834,65.7,Moderate Stress
63,3540,10.0,Relaxed
117,1351,65.4,Moderate Stress
93,1437,47.7,Mild Stress
76,2425,30.6,Normal
69,2398,28.9,Normal
56,3862,1.5,Relaxed
82,1770,35.9,Mild Stress
89,1439,47.9,Mild Stress
58,3502,9.2,Relaxed
122,1643,57.4,Moderate Stress
109,1272,61.4,Moderate Stress
110,1531,64.0,Moderate Stress
58,3361,13.2,Relaxed
93,1932,41.1,Mild Stress
134,396,86.5,High Stress
106,936,58.2,Moderate Stress
80,2616,31.1,Normal
125,10,81.4,High Stress
71,2814,22.0,Normal
73,3528,11.8,Normal
67,3304,14.7,Normal
64,3326,11.8,Relaxed
84,2627,34.8,Normal
93,2155,42.0,Mild Stress
66,3007,16.2,Relaxed
113,1469,58.2,Moderate Stress
95,1785,46.4,Mild Stress
84,2308,37.1,Mild Stress
130,831,75.9,High Stress
94,2218,41.7,Mild Stress
97,1417,48.6,Mild Stress
68,2609,26.4,Relaxed
91,1840,37.9,Mild Stress
86,2242,32.9,Normal
107,1340,58.3,Moderate Stress
131,128,88.9,High Stress
60,3617,0.0,Relaxed
130,223,78.9,High Stress
102,402,61.9,Moderate Stress
134,799,84.4,High Stress
88,2067,38.3,Mild Stress
132,444,75.3,High Stress
57,2390,21.5,Relaxed
74,1679,34.3,Normal
93,3605,30.0,Normal
120,1531,63.1,Moderate Stress
92,1956,46.3,Mild Stress
130,835,67.6,High Stress
91,1916,45.7,Mild Stress
76,2880,24.7,Normal
93,1625,41.0,Mild Stress
84,1390,47.7,Mild Stress
94,1629,49.0,Mild Stress
97,2323,44.3,Mild Stress
102,1401,55.2,Moderate Stress
91,1571,52.0,Mild Stress
104,1506,57.3,Moderate Stress
110,828,65.7,Moderate Stress
85,2731,34.1,Normal
109,578,59.1,Moderate Stress
132,716,74.7,High Stress
147,759,78.2,High Stress
83,1189,45.3,Mild Stress
81,2904,27.1,Normal
129,749,75.1,High Stress
80,2728,28.7,Normal
76,2631,27.4,Normal
147,860,81.5,High Stress
85,2041,42.3,Mild Stress
93,2336,44.3,Mild Stress
133,369,72.3,High Stress
96,1932,50.5,Mild Stress
140,393,87.1,High Stress
113,1709,61.5,Moderate Stress
72,2785,27.7,Normal
105,1230,57.0,Moderate Stress
66,3527,8.8,Relaxed
67,3034,16.2,Relaxed
111,1613,59.7,Moderate Stress
70,2887,18.6,Normal
120,1026,71.2,Moderate Stress
63,2868,20.6,Relaxed
64,4095,4.8,Relaxed
69,3472,19.5,Relaxed
135,507,88.7,High Stress
79,2878,31.4,Normal
72,1841,32.4,Normal
98,2540,40.5,Mild Stress
53,2784,12.4,Relaxed
60,3290,17.0,Relaxed
100,1319,57.8,Moderate Stress
62,3599,12.5,Relaxed
115,1125,63.5,Moderate Stress
146,462,84.2,High Stress
71,2509,24.7,Normal
106,1718,55.8,Moderate Stress
78,2221,29.4,Normal
63,3663,4.2,Relaxed
85,2818,32.1,Normal
112,1222,62.2,Moderate Stress
59,3596,11.6,Relaxed
76,2936,29.1,Normal
90,1870,44.5,Mild Stress
108,1050,71.1,Moderate Stress
136,1155,76.1,High Stress
135,562,90.8,High Stress
96,1774,41.0,Mild Stress
139,730,75.3,High Stress
138,865,86.0,High Stress
75,2975,27.7,Normal
84,2853,37.0,Normal
88,2712,31.9,Normal
81,3098,17.4,Normal
67,3013,26.9,Relaxed
139,864,83.3,High Stress
106,702,69.0,Moderate Stress
83,1372,42.9,Mild Stress
67,3144,21.6,Relaxed
111,1457,48.8,Moderate Stress
63,2805,23.2,Relaxed
65,3183,19.3,Relaxed
65,3318,12.6,Relaxed
94,2325,40.9,Mild Stress
117,1418,67.1,Moderate Stress
88,1973,43.1,Mild Stress
60,3447,9.6,Relaxed
94,2031,43.2,Mild Stress
87,1736,45.6,Mild Stress
116,1084,71.4,Moderate Stress
72,2538,28.8,Normal
68,2640,25.8,Normal
73,2713,27.7,Normal
78,2769,25.0,Normal
141,453,90.8,High Stress
84,2798,29.8,Normal
96,2798,38.6,Mild Stress
119,1159,63.3,Moderate Stress
139,294,91.8,High Stress
65,3388,13.9,Relaxed
76,2844,38.8,Normal
78,3180,23.9,Normal
88,2207,33.5,Mild Stress
88,1446,46.6,Mild Stress
87,1558,41.7,Mild Stress
141,902,86.3,High Stress
141,476,79.5,High Stress
60,3356,12.5,Relaxed
151,271,97.6,High Stress
103,1602,51.8,Moderate Stress
107,1126,57.2,Moderate Stress
78,2884,18.4,Normal
112,1839,60.1,Moderate Stress
117,21,79.9,High Stress
65,3288,5.1,Relaxed
102,951,56.8,Moderate Stress
82,2845,28.2,Normal
83,2646,36.7,Normal
59,3890,3.9,Relaxed
97,559,62.5,Mild Stress
134,744,83.4,High Stress
86,1770,40.8,Mild Stress
78,2708,26.2,Normal
79,2560,40.1,Normal
60,3758,2.3,Relaxed
113,1486,70.3,Moderate Stress
79,3064,25.9,Normal
109,402,62.7,Moderate Stress
82,3115,24.0,Normal
63,3390,13.7,Relaxed
119,753,67.5,High Stress
107,1208,62.2,Moderate Stress
111,1623,60.3,Moderate Stress
95,1021,59.0,Mild Stress
130,816,78.6,High Stress
130,242,81.0,High Stress
91,1630,50.7,Mild Stress
104,1270,56.7,Moderate Stress
65,3523,9.5,Relaxed
104,1091,56.2,Moderate Stress
112,812,64.8,Moderate Stress
61,3717,10.5,Relaxed
90,2187,46.5,Mild Stress
149,548,81.8,High Stress
96,1964,50.6,Mild Stress
55,3440,10.1,Relaxed
53,3583,2.6,Relaxed
59,3295,13.1,Relaxed
136,672,86.5,High Stress
66,3302,22.4,Relaxed
128,345,79.7,High Stress
87,1506,48.6,Mild Stress
141,361,84.5,High Stress
68,2967,24.7,Normal
108,1612,58.1,Moderate Stress
100,2188,41.6,Mild Stress
88,2802,37.4,Mild Stress
138,945,79.8,High Stress
59,3357,9.5,Relaxed
120,884,67.1,Moderate Stress
133,890,75.7,High Stress
98,1671,55.2,Mild Stress
56,2802,20.7,Relaxed
89,1222,51.8,Mild Stress
72,2953,24.2,Normal
75,2260,30.9,Normal
103,1150,58.1,Moderate Stress
56,3510,7.0,Relaxed
63,2947,22.6,Relaxed
59,3472,6.4,Relaxed
57,3070,20.3,Relaxed
61,3190,12.4,Relaxed
65,3255,15.5,Relaxed
95,2025,50.4,Mild Stress
64,4095,6.7,Relaxed
110,1178,64.8,Moderate Stress
63,3611,10.5,Relaxed
137,1027,81.0,High Stress
70,2141,29.1,Normal
132,1054,75.8,High Stress
117,1438,58.1,Moderate Stress
72,2700,28.7,Normal
138,727,85.4,High Stress
73,2544,32.4,Normal
58,3861,2.1,Relaxed
56,3413,9.4,Relaxed
85,1838,32.5,Mild Stress
58,3461,12.3,Relaxed
109,956,67.4,Moderate Stress
69,3630,21.1,Relaxed
61,3288,12.6,Relaxed
107,776,63.2,Moderate Stress
97,1950,54.0,Mild Stress
77,2650,32.2,Normal
75,3248,16.3,Normal
126,1104,66.6,High Stress
59,3366,11.3,Relaxed
110,881,64.9,Moderate Stress
89,2258,42.3,Mild Stress
105,1517,54.2,Moderate Stress
67,2604,21.0,Relaxed
105,1125,60.0,Moderate Stress
84,2213,32.5,Normal
113,1246,58.4,Moderate Stress
92,2220,41.5,Mild Stress
113,1236,59.9,Moderate Stress
56,3376,10.2,Relaxed
64,2956,23.2,Relaxed
127,236,78.0,High Stress
57,3618,7.8,Relaxed
102,987,62.7,Moderate Stress
88,2511,39.5,Mild Stress
69,1695,26.4,Normal
92,1976,36.9,Mild Stress
132,439,80.6,High Stress
74,2595,26.0,Normal
97,2300,46.3,Mild Stress
91,1680,43.2,Mild Stress
101,524,56.9,Moderate Stress
100,1279,48.1,Moderate Stress
71,2311,28.1,Normal
139,491,85.0,High Stress
147,781,84.2,High Stress
73,3234,23.4,Relaxed
140,431,90.0,High Stress
75,2990,25.6,Normal
59,3485,11.6,Relaxed
112,1072,62.4,Moderate Stress
64,4095,11.1,Relaxed
91,1763,43.1,Mild Stress
148,920,82.1,High Stress
136,385,81.7,High Stress
102,1881,46.9,Mild Stress
129,868,76.4,High Stress
62,3109,20.2,Relaxed
69,2915,26.9,Relaxed
65,3079,15.5,Normal
140,352,85.0,High Stress
88,2062,39.1,Mild Stress
58,3713,8.5,Relaxed
115,1066,67.3,Moderate Stress
62,3321,12.3,Relaxed
66,3349,19.6,Relaxed
58,3458,3.2,Relaxed
123,1019,67.5,High Stress
121,228,70.6,High Stress
107,981,63.2,Moderate Stress
76,2300,32.4,Normal
55,2931,11.2,Relaxed
63,3684,7.8,Relaxed
76,2374,32.5,Normal
105,1391,63.3,Moderate Stress
111,1186,62.9,Moderate Stress
60,3525,11.0,Relaxed
73,3337,19.8,Normal
147,0,91.5,High Stress
111,1470,65.0,Moderate Stress
110,1019,64.9,Moderate Stress
127,700,69.4,High Stress
75,3273,21.5,Normal
90,1687,47.3,Mild Stress
101,1490,48.1,Moderate Stress
80,3121,22.2,Normal
130,731,80.8,High Stress
115,1169,67.7,Moderate Stress
87,1846,45.9,Mild Stress
80,2913,27.0,Normal
74,3091,22.7,Normal
130,582,76.2,High Stress
145,989,84.9,High Stress
72,2945,20.6,Normal
64,3161,16.8,Relaxed
65,3734,12.8,Relaxed
111,635,64.6,Moderate Stress
76,2726,29.3,Normal
60,3366,9.5,Relaxed
80,2454,29.4,Normal
99,1232,56.2,Moderate Stress
115,1030,63.1,Moderate Stress
135,335,79.9,High Stress
109,1509,61.8,Moderate Stress
92,1689,48.3,Mild Stress
115,1187,65.8,Moderate Stress
128,980,72.9,High Stress
90,1690,52.5,Mild Stress
85,1860,42.6,Mild Stress
98,2039,47.4,Mild Stress
60,2283,19.5,Relaxed
97,1363,48.5,Moderate Stress
77,2029,30.8,Normal
58,3395,10.9,Relaxed
63,2928,21.0,Relaxed
129,936,74.5,High Stress
107,1638,52.4,Moderate Stress
130,307,84.3,High Stress
145,868,85.1,High Stress
136,887,75.3,High Stress
112,748,62.5,Moderate Stress
137,369,87.5,High Stress
123,152,84.5,High Stress
60,3567,14.0,Relaxed
77,1913,35.6,Normal
141,229,86.2,High Stress
80,2731,31.7,Normal
131,894,74.7,High Stress
97,2309,47.0,Mild Stress
91,1697,50.3,Mild Stress
74,3122,19.2,Normal
121,1193,55.4,Moderate Stress
63,2834,20.3,Relaxed
83,1178,60.0,Mild Stress
58,3167,20.3,Relaxed
134,983,77.4,High Stress
129,466,75.8,High Stress
103,1266,61.4,Moderate Stress
130,0,82.6,High Stress
113,1161,58.3,Moderate Stress
100,1424,49.9,Moderate Stress
73,2918,20.1,Normal
102,604,65.0,Moderate Stress
